"rlrprob","rfprob","xgbprob","IsBadBuy"
0.105586124483823,0.196230158730159,0.102282993495464,0
0.143410198125097,0.132043650793651,0.107467845082283,0
0.0835362965151707,0.148677248677249,0.0702390819787979,0
0.0262838506600628,0.329001322751323,0.0426785536110401,0
0.0953006498982568,0.178736772486772,0.153273776173592,1
0.0965729916105468,0.204794973544974,0.113991662859917,0
0.0576679013342259,0.103902116402116,0.0697816461324692,0
0.0851899732698765,0.0740410052910053,0.0640907883644104,0
0.122473549118673,0.165972222222222,0.115061469376087,0
0.12982977146189,0.217096560846561,0.213347434997559,0
0.168808837295806,0.0849867724867725,0.156477734446526,0
0.130220842084342,0.13968253968254,0.12385880202055,0
0.0935437292401551,0.0585978835978836,0.0739365145564079,1
0.125655963544548,0.151058201058201,0.142583549022675,0
0.103593172520191,0.109920634920635,0.0955486223101616,1
0.0992551385868036,0.0966600529100529,0.130785182118416,0
0.224158415049709,0.211739417989418,0.173669695854187,0
0.0644930250406933,0.0254960317460317,0.0386351011693478,0
0.22356297166629,0.332473544973545,0.353491485118866,0
0.133835412783352,0.162996031746032,0.121814236044884,0
0.0740159127883462,0.0646494708994709,0.0425204262137413,0
0.0832183457211772,0.154365079365079,0.188517764210701,0
0.0616827602467312,0.0497023809523809,0.0509325005114079,0
0.0620044541663374,0.0458994708994709,0.0464900881052017,0
0.185386583040153,0.179001322751323,0.165677592158318,0
0.0922117626686197,0.107242063492063,0.0979902967810631,0
0.14633458368228,0.125859788359788,0.217960372567177,0
0.107413345677742,0.162996031746032,0.144725397229195,0
0.0491978823747384,0.0126653439153439,0.02172533236444,0
0.0939077754554556,0.135615079365079,0.0940084755420685,0
0.0275663851225827,0.0205687830687831,0.00975083094090223,0
0.0750470640843671,0.0630952380952381,0.0498181320726871,1
0.052033440505053,0.027281746031746,0.0713275820016861,0
0.0792190377822229,0.0499669312169312,0.0867491662502289,0
0.0895529394021264,0.066765873015873,0.0660804510116577,1
0.0606859822292526,0.0301587301587302,0.0327363088726997,0
0.144214479449458,0.124603174603175,0.0901260301470757,0
0.166867908822706,0.190740740740741,0.31490483880043,1
0.126090195386562,0.141104497354497,0.116493381559849,1
0.0602429912086505,0.042228835978836,0.0344870984554291,0
0.0517581028451012,0.0264880952380952,0.0349102579057217,0
0.108205412409338,0.117824074074074,0.0763289481401443,0
0.0777918446934905,0.016468253968254,0.0314702428877354,0
0.115353004653965,0.115410052910053,0.0841178372502327,0
0.0652205450091478,0.0771164021164021,0.108658201992512,0
0.200880966489253,0.236871693121693,0.182577773928642,0
0.871687493550167,0.810582010582011,0.957750916481018,1
0.12193822368064,0.13505291005291,0.0897282958030701,0
0.132557484890754,0.152414021164021,0.127749010920525,0
0.0973553814444549,0.158994708994709,0.0841709151864052,0
0.0698166840723491,0.0314484126984127,0.0422206334769726,0
0.818071959457151,0.906481481481481,0.82893317937851,1
0.0950919299157552,0.129298941798942,0.0863417759537697,0
0.142431386015681,0.0862103174603174,0.0842973366379738,0
0.0970152374017034,0.115674603174603,0.0779056400060654,0
0.0481487162806009,0.0247354497354497,0.0290884468704462,0
0.048509881440418,0.00529100529100522,0.0250140335410833,0
0.100965313744642,0.106845238095238,0.115561358630657,0
0.0757715729938802,0.216071428571429,0.127044498920441,0
0.17188707217526,0.128835978835979,0.115155421197414,0
0.0878779338916818,0.129662698412698,0.068619430065155,0
0.0587875663430462,0.0212301587301587,0.0243905205279589,0
0.0813712091376053,0.0951058201058201,0.11115837842226,0
0.0751505281671283,0.051984126984127,0.0865954756736755,0
0.207418036375258,0.130621693121693,0.161604538559914,0
0.127901893523899,0.0661706349206349,0.0755352005362511,0
0.0755016284363091,0.065244708994709,0.0445004664361477,0
0.17072364826046,0.104034391534392,0.293479472398758,1
0.294279967311187,0.238888888888889,0.187386408448219,0
0.202537013771655,0.263128306878307,0.18435700237751,1
0.107316926016758,0.0746362433862434,0.108111038804054,0
0.0669426180835887,0.0175925925925926,0.051260557025671,0
0.0845961217516386,0.129828042328042,0.0947461426258087,0
0.119864668707401,0.172585978835979,0.11866095662117,0
0.093337733578432,0.0752645502645503,0.114895954728127,0
0.125861172935999,0.184953703703704,0.137874618172646,0
0.0499847199101398,0.00555555555555549,0.0303680226206779,0
0.121753401106665,0.159821428571429,0.10436949878931,0
0.0663956030180349,0.0656746031746032,0.0418175086379051,0
0.0687011430381025,0.103604497354497,0.0918532684445381,0
