"rlrprob","rfprob","xgbprob","IsBadBuy"
0.0712892780492708,0.0145502645502645,0.0793225914239883,0
0.107614973890226,0.117030423280423,0.101890802383423,0
0.169151839445914,0.200727513227513,0.232254475355148,0
0.0527864879608452,0.0125330687830686,0.0435363873839378,0
0.0800527962325549,0.0434523809523809,0.0858348160982132,0
0.106462589983117,0.126256613756614,0.0950701385736465,0
0.078463692890406,0.0177248677248676,0.0657167807221413,0
0.038624885922926,0.000793650793650289,0.036102756857872,0
0.0432818331395057,0.0252314814814813,0.0424056388437748,0
0.0378352166531754,0.0632605820105818,0.0380051210522652,0
0.231469153184825,0.182738095238095,0.273922383785248,0
0.0398778280093184,0.021593915343915,0.0403591506183147,0
0.0939813214355372,0.0952711640211641,0.129149496555328,0
0.113333137087203,0.117493386243386,0.124126255512238,0
0.0872917082277568,0.0541997354497354,0.0970436111092567,0
0.0370282257286296,0.0100529100529098,0.0408777110278606,1
0.0529953821741644,0.017030423280423,0.0435363873839378,0
0.0725579026911402,0.115939153439153,0.121265739202499,0
0.166444765913242,0.110681216931217,0.210217997431755,0
0.116068179459711,0.0334656084656085,0.102322265505791,0
0.141688934535782,0.253339947089947,0.193541795015335,0
0.0608805133572899,0.0812830687830687,0.0594833455979824,0
0.0617775063103254,0.0179894179894179,0.0594833455979824,0
0.050913379872527,0.0232142857142854,0.05105946585536,0
0.0717275219774716,0.0571097883597883,0.0598175898194313,0
0.0891351428092023,0.0569775132275132,0.0759701356291771,0
0.123138196549072,0.183531746031746,0.131595313549042,0
0.154026905106296,0.396164021164021,0.160782694816589,0
0.0428649992507252,0.00806878306878268,0.036102756857872,0
0.0392172330715815,0.0578373015873015,0.0404438339173794,0
0.11454199748514,0.209027777777778,0.114071682095528,0
0.0581647866237997,0.026190476190476,0.0435363873839378,0
0.0725151638972489,0.0354166666666666,0.0603475794196129,0
0.0614935426513365,0.0488425925925925,0.0658323988318443,0
0.18433012042851,0.213161375661376,0.131339609622955,1
0.0503782454487561,0.0939814814814815,0.043366152793169,0
0.0736726587870083,0.0674933862433863,0.0916287824511528,0
0.0607822495780197,0.0524801587301587,0.0666651502251625,0
0.0692624661454911,0.0173280423280423,0.0680653527379036,0
0.0368506704836272,0.0151455026455022,0.036102756857872,0
0.118039808859045,0.145601851851852,0.116704627871513,0
0.0484100485289636,0.00337301587301553,0.0473221614956856,0
0.178384772299096,0.172123015873016,0.244916796684265,0
0.152278757471971,0.208763227513227,0.18786957859993,0
0.0925515711101031,0.119378306878307,0.0752099305391312,0
0.0735089381278732,0.126223544973545,0.109405718743801,0
0.108491738765834,0.151851851851852,0.143558874726295,0
0.0665469872839678,0.0279761904761904,0.0594833455979824,0
0.0744212058539309,0.0509920634920635,0.125518143177032,0
0.0629111291333447,0.0381283068783068,0.0570163652300835,0
0.0447105985217332,0.0207010582010579,0.036102756857872,0
0.0402781660254368,0.00906084656084639,0.0335990898311138,0
0.0640926855816701,0.0210978835978835,0.0594833455979824,0
0.0584329972301984,0.0933862433862434,0.0925853699445724,0
0.190591818885727,0.28776455026455,0.223428785800934,0
0.123508249200656,0.0701058201058201,0.123850084841251,0
0.0923504245387051,0.0873346560846561,0.0619796700775623,0
0.800241333606407,0.95135582010582,0.905359268188477,1
0.111756208389344,0.0478505291005291,0.0939501896500587,0
0.0944000099016584,0.103571428571429,0.08634053170681,1
0.176392343504423,0.107308201058201,0.158459708094597,0
0.156104682399457,0.0951719576719577,0.138678804039955,0
0.133412257688777,0.111177248677249,0.157885774970055,1
0.0406996886437995,0.0699735449735449,0.0471141487360001,0
0.069595324833618,0.0240079365079364,0.055061798542738,0
0.168053758523785,0.158895502645503,0.178892225027084,0
0.0421745540755679,0.00429894179894148,0.0362730249762535,0
0.0720770625777869,0.0420304232804232,0.0696511566638947,0
0.0926583693449677,0.097718253968254,0.084063395857811,0
0.111863093584174,0.102910052910053,0.143558874726295,0
0.10442129420574,0.162466931216931,0.143558874726295,0
0.138547195280661,0.313194444444445,0.246066614985466,0
0.602117528231696,0.24156746031746,0.233785942196846,1
0.737765709036042,0.154728835978836,0.172170475125313,0
0.098601159079436,0.208928571428572,0.1525047570467,0
0.259142012620303,0.440707671957672,0.304034620523453,0
0.0635978473335082,0.023611111111111,0.0594833455979824,0
0.0786932346979942,0.0790013227513227,0.0895052030682564,0
0.0577019286803467,0.0149470899470898,0.0475915260612965,0
0.285508310532519,0.248611111111111,0.26969900727272,0
0.0734534036170485,0.0833994708994709,0.062888041138649,0
0.104928710672843,0.284424603174603,0.110527887940407,1
0.0786220342408555,0.0282407407407406,0.0778195858001709,0
0.068514867750808,0.0796296296296296,0.0657167807221413,1
0.14161692881883,0.134656084656085,0.149491831660271,0
0.116959456906743,0.126455026455026,0.129149496555328,0
0.0634684981610176,0.0396164021164021,0.0569065846502781,0
0.0766819853554929,0.147883597883598,0.0721805617213249,0
0.0650891414530076,0.0633928571428571,0.0740169733762741,0
0.152063207660595,0.156613756613757,0.145935043692589,0
0.104714337042444,0.211739417989418,0.131467118859291,0
0.203508726820079,0.288194444444444,0.193783119320869,1
0.0699840961414888,0.149669312169312,0.0788716152310371,0
0.130603105034753,0.177744708994709,0.160621598362923,0
0.0615076455465555,0.0417989417989418,0.073187068104744,0
0.0562446124419315,0.0252314814814813,0.0457363091409206,0
0.165936554032957,0.15135582010582,0.187530338764191,0
0.125365142528612,0.104960317460317,0.152156680822372,0
0.0357102904176958,0.0353835978835977,0.0495629124343395,0
0.119778569488138,0.127017195767196,0.0894443541765213,0
0.077103602115737,0.0403439153439153,0.100023664534092,0
0.0805685162469399,0.0830357142857143,0.0667320117354393,0
0.178402518979971,0.172156084656085,0.168633460998535,1
0.020974023218397,0.00297619047619001,0.0316031500697136,0
0.104431758235161,0.101157407407407,0.105970695614815,0
0.0396959293754159,0.00542328042328001,0.0403520949184895,0
0.0418999166988719,0.00740740740740714,0.0335990898311138,0
0.141062130380108,0.0866071428571429,0.106457926332951,0
0.067155414355741,0.0230489417989417,0.0493094399571419,0
0.0547048498279153,0.11957671957672,0.0517301671206951,1
0.0968968807720183,0.0421296296296296,0.0881190001964569,1
0.106410085129108,0.154166666666667,0.118994556367397,0
0.0627775036913797,0.05,0.0684940814971924,0
0.566076163718332,0.624140211640211,0.576799213886261,0
0.292130829856142,0.276951058201058,0.273183435201645,0
0.124017237434627,0.145039682539683,0.160613253712654,0
0.0727273182869414,0.0399140211640211,0.0840655043721199,0
0.0570462793801473,0.0331018518518517,0.0531185865402222,0
0.110950867009788,0.146825396825397,0.129149496555328,0
0.0958444402393585,0.224007936507937,0.110145136713982,0
0.0759270697268846,0.0972222222222222,0.0958575084805489,0
0.0870473438150395,0.0778769841269841,0.100661300122738,0
0.15760639196654,0.186441798941799,0.173745200037956,1
0.0834609460553457,0.0831349206349206,0.103587105870247,0
0.0434985709822927,0.0306216931216929,0.0424056388437748,0
0.156664876432392,0.226157407407407,0.189393356442451,1
0.177889826354438,0.176058201058201,0.232296258211136,1
0.100051162552408,0.0757936507936508,0.084063395857811,0
0.0916810077246642,0.0743716931216931,0.100718796253204,0
0.136415684849072,0.142261904761905,0.137022376060486,0
0.0403291092231251,0.0100529100529097,0.036102756857872,0
0.104826295371604,0.136011904761905,0.10435875505209,0
0.0394856878596489,0.00320767195767162,0.036102756857872,0
0.120140744888002,0.0661375661375661,0.114709101617336,1
0.125851216719662,0.195899470899471,0.161867618560791,0
